Customer ID,Total_Sales,Total_Profit,Total_Quantity,Order_Count,Average_Order_Value,Cluster
BD-11500,4411.243,1142.1225000000002,49,6,441.12430000000006,0
BD-11560,320.54,116.714,11,2,80.135,1
BD-11605,3288.471,634.8462999999999,74,7,164.42355,0
BD-11620,1538.1100000000001,206.75689999999997,27,6,192.26375000000002,1
BD-11635,582.6460000000001,141.53399999999996,19,3,116.52920000000002,1
BD-11725,1526.5,333.9791,29,6,152.65,1
BD-11770,658.466,141.26499999999996,21,6,65.8466,1
BE-11335,4204.676,1487.7739000000001,35,5,467.1862222222223,0
BE-11410,2261.438,755.9150999999997,19,5,452.2876,1
BE-11455,1727.652,139.2007999999999,40,6,132.8963076923077,1
BF-10975,599.798,227.43839999999994,38,7,46.13830769230769,1
BF-11005,1333.88,-291.3811000000001,26,4,133.388,1
BF-11020,2888.5060000000003,302.02,78,8,137.5479047619048,0
BF-11080,272.95,110.92719999999998,29,3,45.49166666666667,1
BF-11170,5907.972000000001,1538.2127,102,11,218.8137777777778,0
BF-11215,1585.162,523.2133,48,4,198.14525,1
BF-11275,791.99,25.870199999999986,11,3,197.9975,1
BG-11035,2798.948,-711.4274,35,8,233.24566666666666,1
BG-11695,1874.1719999999998,107.5714999999998,24,6,234.27149999999997,1
BG-11740,1006.356,119.34789999999997,22,6,143.76514285714285,1
BH-11710,6255.351000000001,802.7897999999999,97,8,260.639625,0
BK-11260,659.138,-63.76440000000004,58,6,41.196125,1
BM-11140,11789.63,-1659.958100000002,64,4,736.851875,0
BM-11575,808.162,95.58159999999998,22,6,80.81620000000001,1
BM-11650,7294.185,2199.2780999999995,95,11,251.5236206896552,0
BM-11785,1338.8419999999999,137.74389999999994,44,10,95.63157142857142,1
BN-11470,265.296,36.61309999999998,15,4,44.216,1
BN-11515,1459.344,340.70539999999994,79,5,85.84376470588235,1
BO-11350,2682.728,278.777,43,5,223.56066666666666,1
BO-11425,130.83,59.45219999999999,7,2,65.415,1
BP-11050,983.42,209.78300000000002,30,5,140.48857142857142,1
BP-11095,2442.044,433.9750999999999,70,12,122.1022,0
BP-11155,1697.8609999999999,647.3847000000001,32,6,154.351,1
BP-11185,3675.8610000000003,363.5990999999998,69,9,204.21450000000002,0
BP-11230,1181.49,-197.2695,14,5,196.915,1
BP-11290,2475.157,-319.0637000000001,51,7,154.6973125,1
BS-11365,10501.653,2616.0643999999993,39,5,1166.8503333333333,0
BS-11380,3887.8340000000003,-17.532200000000017,58,5,299.0641538461539,1
BS-11590,2454.9280000000003,381.7807,41,6,245.49280000000005,1
BS-11665,3288.1100000000006,238.7367999999999,47,3,298.919090909091,1
BS-11755,2562.382,-113.29840000000004,45,7,183.0272857142857,1
BS-11800,949.4300000000001,194.05159999999998,22,2,118.67875000000001,1
BT-11305,2567.656,417.59180000000003,33,5,285.2951111111111,1
BT-11395,2186.6130000000003,257.91629999999986,38,6,218.66130000000004,1
BT-11440,603.876,-77.52560000000001,16,4,86.268,1
BT-11485,415.19599999999997,126.86939999999997,11,2,138.39866666666666,1
BT-11530,2684.492,409.4983,44,5,268.4492,1
BT-11680,3196.752,447.74839999999983,88,7,159.8376,0
BV-11245,1523.2730000000001,315.2214,49,5,108.8052142857143,1
BW-11065,385.516,-58.286599999999964,8,3,128.50533333333334,1
BW-11110,4750.358,921.2573999999995,74,8,279.4328235294118,0
BW-11200,1738.406,246.99729999999997,49,6,173.8406,1
CA-11965,3789.7228,1143.3817000000001,29,6,378.97228,1
CA-12055,1679.7240000000002,211.25589999999994,49,5,167.97240000000002,1
CA-12265,2648.2872,279.61830000000003,65,9,155.78160000000003,0
CA-12310,1421.954,246.02179999999998,25,4,129.26854545454546,1
CA-12775,3041.566,204.4895,72,7,178.9156470588235,0
CB-12025,6076.139,150.20889999999943,122,10,233.69765384615386,0
CB-12415,1949.1999999999998,272.3883,44,8,162.4333333333333,1
CB-12535,4246.4555,1049.5600999999997,74,8,223.49765789473685,0
CC-12100,1770.9450000000002,208.59119999999987,46,6,136.22653846153847,1
CC-12145,2471.65,392.28249999999974,31,7,224.69545454545457,1
CC-12220,3913.4179999999997,393.9617999999999,81,12,177.88263636363635,0
CC-12370,12129.072,2177.0492999999988,34,5,1102.6429090909091,0
CC-12430,2870.05,424.65829999999977,63,10,151.05526315789476,0
CC-12475,1659.438,154.85099999999989,40,9,127.64907692307693,1
CC-12550,113.832,33.87060000000001,14,3,28.458,1
CC-12610,2540.631,331.43399999999986,39,7,211.71925,1
CC-12670,2269.7015,187.83989999999986,47,7,162.12153571428573,1
CC-12685,2854.1150000000002,850.1591000000001,51,4,237.8429166666667,1
CD-11920,2033.968,426.66100000000006,35,5,225.99644444444445,1
CD-11980,639.766,-206.71720000000013,22,3,106.62766666666666,1
CD-12280,1205.584,233.0274,39,2,92.73723076923078,1
CD-12790,1860.732,403.8421999999999,49,5,124.0488,1
CG-12040,904.4680000000001,86.51059999999997,37,6,100.49644444444445,1
CG-12520,1148.78,169.93439999999995,14,3,229.756,1
CH-12070,1537.236,195.15109999999981,13,3,384.309,1
CJ-11875,16.520000000000003,1.6519999999999992,5,1,16.520000000000003,1
CJ-12010,11164.974,858.7413999999995,83,8,558.2487,0
CK-12205,3154.855,141.2831,122,13,98.58921875,0
CK-12325,2945.321,261.2208999999999,46,5,245.44341666666665,1
CK-12595,2372.75,497.7097999999999,108,11,94.91,0
CK-12760,1582.109,-338.43110000000013,64,9,113.0077857142857,1
CL-11890,1262.0140000000001,328.08470000000005,24,4,180.28771428571432,1
CL-12565,10880.546,1933.7830999999994,106,12,388.5909285714286,0
CL-12700,2353.586,229.00989999999982,34,5,294.19825,1
CM-11815,1673.8880000000001,214.46299999999997,38,6,167.3888,1
CM-11935,565.3919999999999,-43.73239999999997,18,2,141.34799999999998,1
CM-12115,1661.6100000000001,409.0679,35,4,237.37285714285716,1
CM-12160,2533.314,-394.36860000000024,23,6,361.902,1
CM-12190,1475.144,91.20330000000001,21,6,210.73485714285715,1
CM-12235,2305.712,365.03869999999995,28,5,288.214,1
CM-12385,8954.02,3899.8903999999998,34,4,895.402,0
CM-12445,287.99,64.4296,32,3,31.99888888888889,1
CM-12655,6339.5576,1572.4585000000002,42,6,633.95576,0
CM-12715,3984.4524,176.31079999999972,57,4,306.49633846153847,1
CP-12085,5402.253999999999,427.02580000000006,57,8,385.87528571428567,0
CP-12340,5888.275000000001,-1850.3029000000001,59,8,392.5516666666667,0
CR-12580,2148.852,74.40130000000002,32,4,358.142,1
CR-12625,475.9000000000001,144.75939999999997,14,3,118.97500000000002,1
CR-12730,1600.55,306.9175999999999,18,4,266.7583333333333,1
CR-12820,1397.8724,83.27029999999996,26,3,199.69605714285714,1
CS-11845,1278.9540000000002,185.37759999999986,22,5,159.86925000000002,1
CS-11860,537.6320000000001,105.82749999999999,16,6,76.80457142857144,1
CS-11950,3036.547,-126.42230000000013,68,11,138.02486363636365,0
CS-12130,884.6400000000001,143.83389999999997,28,4,126.37714285714287,1
CS-12175,844.4580000000001,113.14049999999996,30,5,105.55725000000001,1
CS-12250,2754.216,738.3625999999999,97,12,98.36485714285713,0
CS-12355,3202.1620000000003,831.9431999999999,74,11,145.5528181818182,0
CS-12400,3651.8585000000003,-342.80330000000015,47,9,260.8470357142857,0
CS-12460,550.644,156.25929999999997,13,2,91.774,1
CS-12490,1077.2285000000002,-302.8761000000001,33,4,119.69205555555557,1
CS-12505,5690.055,-6626.389500000001,40,6,632.2283333333334,1
CT-11995,3241.898,161.22629999999978,60,8,180.10544444444446,0
CV-12295,2830.628,493.0861,54,5,217.7406153846154,1
CV-12805,2370.3136,98.99749999999982,62,9,124.75334736842105,0
CW-11905,1136.592,370.8298,40,6,103.32654545454547,1
CY-12745,2900.0260000000003,60.64669999999981,43,8,263.6387272727273,1
Co-12640,1300.076,205.62820000000002,30,5,162.5095,1
DA-13450,156.76,56.7904,27,4,19.595,1
DB-12910,2171.599,431.3747999999999,47,8,180.96658333333335,1
DB-12970,2839.2272,213.00289999999984,43,5,202.80194285714285,1
DB-13060,4531.646000000001,473.0272,48,7,348.5881538461539,0
DB-13120,2973.094,-1421.7692000000002,59,7,212.36385714285714,1
DB-13210,2332.5769999999998,169.9679,75,10,111.07509523809523,0
DB-13270,4655.897,841.8263999999999,52,8,358.14592307692305,0
DB-13360,1081.4660000000001,291.00849999999997,28,5,180.24433333333334,1
DB-13405,1711.692,438.9091999999999,62,4,122.26371428571429,1
DB-13555,3908.8028,109.32699999999997,61,7,279.2002,0
DB-13615,1989.05,438.8012,41,7,180.82272727272726,1
DB-13660,1155.202,177.6735,33,7,115.5202,1
DC-12850,3336.1680000000006,-1441.6312999999998,64,9,185.3426666666667,0
DC-13285,1174.618,132.06820000000002,37,5,167.8025714285714,1
DD-13570,269.54200000000003,36.4344,33,6,29.949111111111115,1
DE-13255,2550.874,464.47140000000013,38,5,283.43044444444445,1
DF-13135,2390.534,-259.30969999999996,23,3,398.42233333333337,1
DG-13300,3195.818,562.7761,39,5,399.47725,1
DH-13075,4932.872,1193.7403999999997,81,6,214.47269565217394,0
DH-13675,1043.096,116.667,41,4,94.8269090909091,1
DJ-13420,2012.52,483.03499999999997,20,4,402.504,1
DJ-13510,2501.688,345.2520999999999,52,8,192.43753846153848,1
DJ-13630,3356.3979999999997,731.5643999999999,43,3,419.54974999999996,1
DK-12835,3256.48,881.1228,86,12,120.61037037037038,0
DK-12895,4282.176,937.6496,65,5,285.4784,0
DK-12985,1687.04,-107.35379999999995,32,5,210.88,1
DK-13090,2650.557,536.3934999999999,33,7,203.88899999999998,1
DK-13150,797.832,249.9447,20,2,159.5664,1
DK-13225,4802.394,209.89940000000013,70,9,252.75757894736844,0
DK-13375,3318.486,377.07989999999995,77,8,144.28199999999998,0
DL-12865,1503.112,322.2448999999999,51,8,107.36514285714286,1
DL-12925,3272.2,4.213200000000029,43,6,233.72857142857143,1
DL-13315,1458.258,288.8732,74,8,85.77988235294117,0
DL-13330,585.02,222.68120000000005,32,4,73.1275,1
DL-13495,3539.322,-52.78800000000001,33,8,294.94350000000003,1
DM-12955,1322.034,108.75829999999999,28,7,146.89266666666668,1
DM-13015,6345.103,1677.3931,87,7,317.25515,0
DM-13345,4074.4720000000007,1319.0585999999998,41,8,313.42092307692315,0
DM-13525,1376.792,199.7688,33,3,137.67919999999998,1
DN-13690,2139.79,540.5405,41,7,194.52636363636364,1
DO-13435,1300.0315,-38.90859999999999,48,9,100.00242307692308,1
DO-13645,1267.316,294.06759999999997,36,7,115.21054545454545,1
DP-13000,1050.636,241.45239999999998,58,9,61.80211764705882,1
DP-13105,2215.0020000000004,563.1761,63,8,158.2144285714286,0
DP-13165,1058.616,-40.93760000000006,20,2,264.654,1
DP-13390,5480.724,1571.8317999999997,50,9,391.48028571428574,0
DR-12880,6528.034000000001,1641.8612999999998,103,9,272.00141666666667,0
DR-12940,8350.868,2869.0759999999996,57,8,642.3744615384616,0
DS-13030,1762.213,193.33190000000002,54,4,92.74805263157894,1
DS-13180,2881.8128,163.69929999999994,68,9,144.09064,0
DV-13045,1119.4830000000002,-427.1840000000001,28,5,124.38700000000001,1
DV-13465,3341.5870000000004,353.21269999999987,62,6,222.7724666666667,1
DW-13195,1080.751,-86.87379999999997,39,6,120.08344444444444,1
DW-13480,5271.628000000001,1348.7555999999997,38,5,479.23890909090915,0
DW-13540,344.08000000000004,69.66720000000001,21,5,38.23111111111112,1
DW-13585,1204.854,-266.89660000000003,44,7,120.4854,1
Dl-13600,755.602,175.23879999999997,19,5,125.93366666666667,1
Dp-13240,7198.7609999999995,333.36479999999983,99,11,248.23313793103446,0
EA-14035,2846.705,-52.74060000000006,87,13,113.8682,0
EB-13705,3644.978,13.621499999999905,55,9,303.7481666666667,0
EB-13750,3236.314,-80.286,91,10,161.8157,0
EB-13840,4358.128,656.1988,41,5,544.766,0
EB-13870,2767.219,261.53149999999994,41,10,251.56536363636363,0
EB-13930,944.6,0.6042000000000165,24,5,134.94285714285715,1
EB-13975,1643.255,162.8780999999999,18,4,273.87583333333333,1
EB-14110,3071.1259999999997,184.76559999999995,30,6,279.1932727272727,1
EB-14170,1186.326,282.17010000000005,20,6,169.47514285714286,1
EC-14050,461.914,96.42559999999997,37,5,65.98771428571429,1
ED-13885,3484.92,670.4434999999997,54,8,248.92285714285714,0
EG-13900,1832.02,104.26559999999994,44,5,203.55777777777777,1
EH-13765,10310.880000000001,1393.5153999999995,120,12,322.21500000000003,0
EH-13945,684.171,53.539799999999964,72,8,40.24535294117647,1
EH-13990,825.95,150.37590000000003,20,6,103.24375,1
EH-14005,1219.5300000000002,-94.14079999999993,50,7,110.86636363636366,1
EH-14125,3082.6530000000002,96.27019999999993,76,10,171.25850000000003,0
EH-14185,923.8839999999999,242.11069999999995,22,6,115.48549999999999,1
EJ-13720,2162.174,387.0176,31,4,270.27175,1
EJ-14155,2656.691,451.8754999999999,31,5,332.086375,1
EK-13795,1303.478,97.10660000000001,18,4,325.8695,1
EL-13735,124.28,27.115399999999994,9,2,62.14,1
EM-13810,2567.01,-133.82750000000033,23,5,366.71571428571434,1
EM-13825,2339.598,682.5541999999999,57,8,146.224875,0
EM-13960,933.7040000000001,102.29600000000002,18,5,155.61733333333333,1
EM-14065,228.99,40.154599999999995,22,4,38.165,1
EM-14095,1041.0420000000001,240.23619999999994,34,4,104.10420000000002,1
EM-14140,4588.436,1319.3654999999999,74,6,218.49695238095237,0
EM-14200,366.822,21.77209999999996,13,3,91.7055,1
EN-13780,2199.366,496.1130999999999,27,4,244.374,1
EP-13915,5478.0608,144.9577999999999,124,17,176.71163870967743,0
ER-13855,1245.7880000000002,-295.7398000000002,27,3,249.15760000000006,1
ES-14020,3510.458,1003.2935,31,5,438.80725,1
ES-14080,4657.924,246.66609999999991,77,9,232.8962,0
FA-14230,2984.054,520.5229,58,7,175.53258823529413,0
FC-14245,3418.742,1217.1662000000001,50,7,244.19585714285716,0
FC-14335,3889.366,714.2925999999999,37,7,388.9366,0
FG-14260,1383.144,394.73969999999997,48,7,125.74036363636364,1
FH-14275,4256.272,1073.2676,65,10,202.67961904761904,0
FH-14350,2271.284,706.289,52,4,162.23457142857143,1
FH-14365,6987.196000000001,2050.2825999999995,52,8,537.4766153846155,0
FM-14215,2456.638,249.68080000000003,48,10,163.77586666666667,0
FM-14290,3736.1979999999994,198.10949999999985,79,9,186.80989999999997,0
FM-14380,2523.266,191.4898,53,9,180.23328571428573,0
FO-14305,2678.438,215.59689999999978,60,10,178.56253333333333,0
FP-14320,4046.746,406.44729999999976,54,8,289.0532857142857,0
FW-14395,79.75,23.491300000000003,9,3,26.583333333333332,1
GA-14515,3919.7760000000003,840.8989999999998,48,8,279.98400000000004,0
GA-14725,1398.382,136.7079,79,11,63.56281818181819,0
GB-14530,1568.44,7.837099999999959,62,11,78.422,0
GB-14575,4716.288,1135.8392999999999,63,5,294.768,0
GD-14590,1888.07,230.93729999999994,25,4,314.67833333333334,1
GG-14650,2224.0,12.69849999999991,92,9,92.66666666666667,0
GH-14410,2819.467,-576.8335000000001,65,9,165.851,0
GH-14425,4172.8460000000005,1176.4180999999999,51,4,417.28460000000007,0
GH-14485,1361.2440000000004,-95.44980000000012,15,2,453.7480000000001,1
GH-14665,146.9408,-5.810199999999995,9,2,48.980266666666665,1
GK-14620,6497.27,1448.5525000000002,66,9,464.09071428571434,0
GM-14440,3582.8199999999997,347.2659999999999,43,7,325.71090909090907,1
GM-14455,3078.6240000000003,793.2813999999998,54,6,256.552,1
GM-14500,1255.682,441.3184999999999,53,10,96.59092307692308,0
GM-14680,3163.628,35.48649999999999,31,6,287.60254545454546,1
GM-14695,6049.965999999999,188.7235,44,3,549.9969090909091,1
GP-14740,236.53000000000003,31.837600000000002,21,2,47.306000000000004,1
GR-14560,1284.3799999999999,359.83320000000003,23,2,256.876,1
GT-14635,9351.212,-4108.6588999999985,26,3,1558.5353333333333,0
GT-14710,11820.12,2163.4268999999995,106,11,407.59034482758625,0
GT-14755,226.436,-6.139200000000022,23,4,32.348,1
GW-14605,2189.019,-268.54230000000007,43,7,243.2243333333333,1
GZ-14470,4355.15,1087.7539,48,9,311.08214285714286,0
GZ-14545,2454.622,828.6610000000001,25,4,490.9244,1
HA-14905,2163.3,270.8574000000001,45,7,216.33,1
HA-14920,2584.158,99.14449999999988,72,8,143.56433333333334,0
HD-14785,251.35999999999999,-135.8760000000001,31,3,35.90857142857143,1
HE-14800,883.5319999999999,274.40279999999996,44,4,80.3210909090909,1
HF-14995,2533.164,-13.876800000000088,70,7,133.32442105263158,1
HG-14845,785.628,147.0032,31,5,78.56280000000001,1
HG-14965,3247.642,-2797.9635000000007,68,12,191.03776470588235,0
HG-15025,3690.284,804.6112999999999,38,7,335.4803636363636,0
HH-15010,218.668,86.7342,20,2,36.44466666666667,1
HJ-14875,358.1,98.6548,21,5,59.68333333333334,1
HK-14890,4877.784,956.9451000000001,64,8,325.18559999999997,0
HL-15040,12873.297999999999,5622.4292000000005,50,6,1170.2998181818182,0
HM-14860,8236.7648,2437.9836,76,10,411.83824000000004,0
HM-14980,736.2760000000001,117.27550000000002,29,4,105.18228571428573,1
HP-14815,1990.3139999999999,373.8636999999998,44,7,199.0314,1
HR-14770,1299.288,185.5794,38,5,99.94523076923078,1
HR-14830,5248.787,1196.9504,51,7,374.91335714285714,0
HW-14935,9300.254,2164.1611000000003,85,8,465.01270000000005,0
HZ-14950,886.52,-130.38789999999995,21,5,147.75333333333333,1
IG-15085,744.5740000000001,320.4982,19,4,106.3677142857143,1
IL-15100,5040.736000000001,1121.937,60,7,360.05257142857147,0
IM-15055,2872.6300000000006,975.7700999999998,19,3,718.1575000000001,1
IM-15070,4930.474,514.6527,93,7,234.7844761904762,0
JA-15970,6491.026000000001,-819.4217000000001,87,8,270.4594166666667,0
JB-15400,1791.605,156.05319999999983,43,10,111.9753125,1
JB-15925,900.5520000000001,-286.98080000000004,32,3,112.56900000000002,1
JB-16000,644.1188,126.76489999999997,32,7,92.01697142857142,1
JB-16045,2518.115,201.5185,32,5,279.79055555555556,1
JC-15340,71.263,-0.35560000000000036,12,4,17.81575,1
JC-15385,1058.1080000000002,502.92440000000005,14,1,264.52700000000004,1
JC-15775,2772.0550000000003,279.5692,64,9,173.25343750000002,0
JC-16105,858.576,201.59519999999992,43,5,95.39733333333334,1
JD-15790,2152.352,-266.5525,26,5,307.4788571428571,1
JD-15895,7610.864,1050.2667999999999,150,11,237.8395,0
JD-16015,385.43000000000006,26.760499999999983,39,6,35.039090909090916,1
JD-16060,695.442,111.11409999999998,17,3,115.907,1
JD-16150,8828.030499999999,1619.5198999999996,60,8,519.2959117647058,0
JE-15475,1388.682,276.21969999999993,49,6,106.8216923076923,1
JE-15610,7754.976,1623.4018999999998,74,7,387.74879999999996,0
JE-15715,8697.843,1262.2925999999993,97,10,395.35650000000004,0
JE-15745,6760.8150000000005,221.79670000000016,90,13,293.9484782608696,0
JE-16165,2697.248,789.6475999999999,34,3,385.3211428571429,1
JF-15190,2279.5860000000002,575.1259,72,7,119.9782105263158,0
JF-15295,955.124,97.28899999999994,42,5,68.22314285714286,1
JF-15355,1911.844,330.199,58,6,119.49025,1
JF-15415,2371.448,635.6375999999999,69,6,169.38914285714284,1
JF-15490,1082.9180000000001,-18.067299999999978,36,11,72.19453333333334,1
JF-15565,4198.332,1073.2087999999999,67,8,262.39575,0
JG-15115,2358.676,684.1911,20,3,336.9537142857143,1
JG-15160,6366.392,1415.6663999999998,70,11,353.68844444444443,0
JG-15310,2240.58,3.7975999999999246,46,6,203.6890909090909,1
JG-15805,1507.018,206.10190000000003,46,6,167.44644444444444,1
JH-15430,309.281,-24.077099999999998,29,4,44.183,1
JH-15820,528.91,26.082199999999997,29,6,66.11375,1
JH-15910,959.477,-13.554500000000054,35,7,106.60855555555555,1
JH-15985,7954.9980000000005,-644.6982000000003,64,6,568.2141428571429,0
JH-16180,2256.3940000000002,-96.95299999999999,28,4,451.27880000000005,1
JJ-15445,709.178,200.55579999999998,25,5,118.19633333333333,1
JJ-15760,195.0,34.449200000000005,11,2,65.0,1
JK-15205,4427.142,1219.9829999999997,67,5,340.5493846153846,0
JK-15325,383.812,55.32770000000001,15,3,95.953,1
JK-15370,2709.632,330.28379999999987,72,8,159.39011764705882,0
JK-15625,3760.028,750.9484999999999,44,7,313.33566666666667,0
JK-15640,4760.434,1172.5303000000001,41,9,396.70283333333333,0
JK-15730,4867.2,55.048299999999976,88,10,243.35999999999999,0
JK-16090,3747.668,586.6624999999998,43,3,416.4075555555556,1
JK-16120,2932.484,122.6566,49,10,172.4990588235294,0
JL-15130,1214.956,-207.7956,42,6,101.24633333333333,1
JL-15175,1571.5230000000001,209.28169999999983,29,5,224.50328571428574,1
JL-15235,2203.7000000000003,54.517399999999846,39,5,220.37000000000003,1
JL-15505,3173.874,591.7163000000002,56,6,186.6984705882353,1
JL-15835,9799.923,228.9069999999995,143,11,288.23302941176473,0
JL-15850,2725.256,779.9046,38,6,247.75054545454543,1
JM-15250,3159.122,19.823499999999967,91,6,166.26957894736842,0
JM-15265,1804.146,502.61429999999996,52,5,138.78046153846154,1
JM-15535,1733.4430000000002,356.5394999999999,46,7,173.34430000000003,1
JM-15580,303.948,113.12039999999999,26,5,43.421142857142854,1
JM-15655,864.947,117.20399999999995,41,5,72.07891666666667,1
JM-15865,7625.076000000001,1574.6164,50,7,586.5443076923077,0
JM-16195,2833.926,754.1143999999999,74,10,149.154,0
JO-15145,3254.949,581.4045,59,9,250.3806923076923,0
JO-15280,1934.272,202.13619999999995,36,6,175.84290909090907,1
JO-15550,1090.8380000000002,167.67089999999996,42,5,99.16709090909093,1
JP-15460,1669.135,429.7465000000001,54,7,111.27566666666667,1
JP-15520,3635.594,757.1801999999999,63,7,227.224625,0
JP-16135,1707.71,309.7116,47,9,131.3623076923077,1
JR-15670,1156.6580000000001,-785.1645000000002,14,2,385.5526666666667,1
JR-15700,863.8799999999999,107.98499999999996,3,1,863.8799999999999,1
JR-16210,2201.686,452.3729999999999,41,5,220.16860000000003,1
JS-15595,1417.654,-175.54899999999998,35,4,177.20675,1
JS-15685,1131.064,-54.869200000000085,42,4,102.82400000000001,1
JS-15880,3868.02,564.9798,43,5,429.78,1
JS-15940,469.16900000000004,-327.93359999999996,37,5,58.646125000000005,1
JS-16030,2516.494,-311.2575,70,6,139.80522222222223,1
JW-15220,7721.714,2173.7093999999997,66,6,551.551,0
JW-15955,1244.086,-29.575900000000004,41,7,113.09872727272727,1
JW-16075,1428.731,154.06369999999993,38,4,204.10442857142857,1
KA-16525,1519.506,234.91939999999997,57,7,138.13690909090909,1
KB-16240,3152.6150000000002,763.9075999999998,34,7,315.2615,1
KB-16315,1569.4640000000002,49.7192999999999,62,9,71.33927272727273,1
KB-16405,908.821,274.29699999999997,25,3,100.98011111111111,1
KB-16585,2744.742,579.3551,102,12,119.33660869565219,0
KB-16600,983.9219999999999,293.55240000000003,29,7,109.32466666666666,1
KC-16255,2120.954,846.1217,40,6,212.0954,1
KC-16540,3908.262,709.4218999999996,28,4,781.6524000000001,1
KC-16675,1146.05,156.7797,40,4,163.72142857142856,1
KD-16270,8282.358,1107.695199999999,64,5,517.647375,0
KD-16345,1888.964,328.59419999999994,36,6,188.8964,1
KD-16495,8181.256,3038.6254,84,12,292.1877142857143,0
